year_film,year_award,ceremony,category,nominee,film,win
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Biel,The Sinner,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,Feud: Bette And Joan,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Susan Sarandon,Feud: Bette And Joan,FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ewan McGregor,Fargo,TRUE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robert De Niro,"Wizard of Lies, The",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jude Law,"Young Pope, The",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kyle MacLachlan,"Twin Peaks, The Return",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Geoffrey Rush,Genius,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",TRUE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Katherine Langford,13 Reasons Why,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"Crown, The ",FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Maggie Gyllenhaal,"Deuce, The",FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Sterling K. Brown,This Is Us,TRUE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Jason Bateman,Ozark,FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Freddie Highmore,"Good Doctor, The",FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan,"Marvelous Mrs. Maisel, The",TRUE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Pamela Adlon,Better Things,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie,GLOW,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,Insecure,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Frankie Shaw,SMILF,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,Master of None,TRUE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Bacon,I Love Dick,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Eric McCormack,Will & Grace,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,Black-ish,FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Dern,Big Little Lies,TRUE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ann Dowd,"Handmaid's Tale, The ",FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,This Is Us,FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Pfeiffer,"Wizard of Lies, The",FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shailene Woodley,Big Little Lies,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alexander Skarsgård,Big Little Lies,TRUE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Harbour,Stranger Things,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alfred Molina,Feud: Bette And Joan,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Thewlis,Fargo,FALSE
2017,2018,75,Cecil B. deMille Award,Oprah Winfrey,,FALSE
2018,2019,76,Best Motion Picture - Drama,Bohemian Rhapsody,,TRUE
2018,2019,76,Best Motion Picture - Drama,BlacKkKlansman,,FALSE
2018,2019,76,Best Motion Picture - Drama,If Beale Street Could Talk,,FALSE
2018,2019,76,Best Motion Picture - Drama,"Star Is Born, A (2018)",,FALSE
2018,2019,76,Best Motion Picture - Drama,Black Panther,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Green Book,,TRUE
2018,2019,76,Best Motion Picture - Musical or Comedy,Crazy Rich Asians,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,"Favourite, The",,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Mary Poppins Returns,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Vice,,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close,"Wife, The",TRUE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Lady Gaga,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Destroyer,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Melissa McCarthy,Can You Ever Forgive Me?,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,"Private War, A",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Rami Malek,Bohemian Rhapsody,TRUE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Bradley Cooper,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Willem Dafoe,At Eternity's Gate,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Lucas Hedges,Boy Erased,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,John David Washington,BlacKkKlansman,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Colman,"Favourite, The",TRUE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Mary Poppins Returns,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Elsie Fisher,Eighth Grade,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron,Tully,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Constance Wu,Crazy Rich Asians,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,Vice,TRUE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lin-Manuel Miranda,Mary Poppins Returns,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Viggo Mortensen,Green Book,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Redford,"Old Man & the Gun, The",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly,Stan & Ollie,FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Regina King,If Beale Street Could Talk,TRUE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Claire Foy,First Man,FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,"Favourite, The",FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rachel Weisz,"Favourite, The",FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,Vice,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,Green Book,TRUE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Timothée Chalamet,Beautiful Boy,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Adam Driver,BlacKkKlansman,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard E. Grant,Can You Ever Forgive Me?,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,Vice,FALSE
2018,2019,76,Best Director - Motion Picture,Alfonso Cuarón,Roma,TRUE
2018,2019,76,Best Director - Motion Picture,Bradley Cooper,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Director - Motion Picture,Peter Farrelly,Green Book,FALSE
2018,2019,76,Best Director - Motion Picture,Spike Lee,BlacKkKlansman,FALSE
2018,2019,76,Best Director - Motion Picture,Adam McKay,Vice,FALSE
2018,2019,76,Best Screenplay - Motion Picture,"Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,TRUE
2018,2019,76,Best Screenplay - Motion Picture,"Deborah Davis, Tony McNamara","Favourite, The",FALSE
2018,2019,76,Best Screenplay - Motion Picture,Barry Jenkins,If Beale Street Could Talk,FALSE
2018,2019,76,Best Screenplay - Motion Picture,Adam McKay,Vice,FALSE
2018,2019,76,Best Screenplay - Motion Picture,Alfonso Cuarón,Roma,FALSE
2018,2019,76,Best Motion Picture - Animated,Spider-Man: Into the Spider-Verse,,TRUE
2018,2019,76,Best Motion Picture - Animated,Incredibles 2,,FALSE
2018,2019,76,Best Motion Picture - Animated,Isle of Dogs,,FALSE
2018,2019,76,Best Motion Picture - Animated,Mirai,,FALSE
2018,2019,76,Best Motion Picture - Animated,Ralph Breaks the Internet,,FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Roma,"Mexico, Alfonso Cuarón",TRUE
2018,2019,76,Best Motion Picture - Foreign Language,Girl,"Belgium, Lukas Dhont",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Never Look Away,"Germany, Florian Henckel von Donnersmarck",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Shoplifters,"Japan, Hirokazu Koreeda",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Capernaum,"Lebanon, Nadine Labaki",FALSE
2018,2019,76,Best Original Score - Motion Picture,Justin Hurwitz,First Man,TRUE
2018,2019,76,Best Original Score - Motion Picture,Marco Beltrami,"Quiet Place, A",FALSE
2018,2019,76,Best Original Score - Motion Picture,Alexandre Desplat,Isle of Dogs,FALSE
2018,2019,76,Best Original Score - Motion Picture,Ludwig Göransson,Black Panther,FALSE
2018,2019,76,Best Original Score - Motion Picture,Marc Shaiman,Mary Poppins Returns,FALSE
2018,2019,76,Best Original Song - Motion Picture,"Shallow, Lady Gaga, Mark Ronson, Anthony Rossomando, Andrew Wyatt","Star Is Born, A (2018)",TRUE
2018,2019,76,Best Original Song - Motion Picture,All The Stars,Black Panther,FALSE
2018,2019,76,Best Original Song - Motion Picture,"Girl in the Movies, Dolly Parton, Linda Perry",Dumplin',FALSE
2018,2019,76,Best Original Song - Motion Picture,"Requiem For A Private War, Annie Lennox","Private War, A",FALSE
2018,2019,76,Best Original Song - Motion Picture,Revelation,Boy Erased,FALSE
2018,2019,76,Best Television Series - Drama,The Americans,,TRUE
2018,2019,76,Best Television Series - Drama,Bodyguard,,FALSE
2018,2019,76,Best Television Series - Drama,Homecoming,,FALSE
2018,2019,76,Best Television Series - Drama,Killing Eve,,FALSE
2018,2019,76,Best Television Series - Drama,Pose,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Kominsky Method, The",,TRUE
2018,2019,76,Best Television Series - Musical or Comedy,Barry,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Good Place, The",,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,Kidding,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Assassination of Gianni Versace: American Crime Story, The",,TRUE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,Sharp Objects,,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Very English Scandal, A",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Alienist, The",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,Escape at Dannemora,,FALSE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Patricia Arquette,Escape at Dannemora,TRUE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Amy Adams,Sharp Objects,FALSE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Connie Britton,Dirty John,FALSE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Laura Dern,"Tale, The",FALSE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Regina King,Seven Seconds,FALSE
2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Darren Criss,"Assassination of Gianni Versace: American Crime Story, The",TRUE
2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Hugh Grant,"Very English Scandal, A",FALSE
2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Antonio Banderas,Genius: Picasso,FALSE
2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Daniel Brühl,"Alienist, The",FALSE
2018,2019,76,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Benedict Cumberbatch,Patrick Melrose,FALSE
2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Sandra Oh,Killing Eve,TRUE
2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,FALSE
2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",FALSE
2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Julia Roberts,Homecoming,FALSE
2018,2019,76,Best Performance by an Actress In A Television Series - Drama,Keri Russell,The Americans,FALSE
2018,2019,76,Best Performance by an Actor In A Television Series - Drama,Richard Madden,Bodyguard,TRUE
2018,2019,76,Best Performance by an Actor In A Television Series - Drama,Jason Bateman,Ozark,FALSE
2018,2019,76,Best Performance by an Actor In A Television Series - Drama,Stephan James,Homecoming,FALSE
2018,2019,76,Best Performance by an Actor In A Television Series - Drama,Billy Porter,Pose,FALSE
2018,2019,76,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys,The Americans,FALSE
2018,2019,76,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan,"Marvelous Mrs. Maisel, The",TRUE
2018,2019,76,Best Performance by an Actress in a Television Series - Musical or Comedy,Kristen Bell,"Good Place, The",FALSE
2018,2019,76,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen,Murphy Brown,FALSE
2018,2019,76,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie,GLOW,FALSE
2018,2019,76,Best Performance by an Actress in a Television Series - Musical or Comedy,Debra Messing,Will & Grace,FALSE
2018,2019,76,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Douglas,"Kominsky Method, The",TRUE
2018,2019,76,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Carrey,Kidding,FALSE
2018,2019,76,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover,Atlanta,FALSE
2018,2019,76,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Hader,Barry,FALSE
2018,2019,76,Best Performance by an Actor in a Television Series - Musical or Comedy,Sacha Baron Cohen,Who is America?,FALSE
2018,2019,76,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Patricia Clarkson,Sharp Objects,TRUE
2018,2019,76,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alex Borstein,"Marvelous Mrs. Maisel, The",FALSE
2018,2019,76,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Penélope Cruz,"Assassination of Gianni Versace: American Crime Story, The",FALSE
2018,2019,76,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandie Newton,Westworld,FALSE
2018,2019,76,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Yvonne Strahovski,"Handmaid's Tale, The ",FALSE
2018,2019,76,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Whishaw,"Very English Scandal, A",TRUE
2018,2019,76,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Arkin,"Kominsky Method, The",FALSE
2018,2019,76,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kieran Culkin,Succession,FALSE
2018,2019,76,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edgar Ramírez,"Assassination of Gianni Versace: American Crime Story, The",FALSE
2018,2019,76,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Henry Winkler,Barry,FALSE
2018,2019,76,Cecil B. deMille Award,Jeff Bridges,,FALSE
2018,2019,76,Carol Burnett Award,Carol Burnett,,FALSE
2019,2020,77,Best Motion Picture - Drama,1917,,TRUE
2019,2020,77,Best Motion Picture - Drama,"Irishman, The",,FALSE
2019,2020,77,Best Motion Picture - Drama,Joker,,FALSE
2019,2020,77,Best Motion Picture - Drama,Marriage Story,,FALSE
2019,2020,77,Best Motion Picture - Drama,"Two Popes, The",,FALSE
2019,2020,77,Best Motion Picture - Musical or Comedy,Once Upon a Time...in Hollywood,,TRUE
2019,2020,77,Best Motion Picture - Musical or Comedy,Dolemite Is My Name,,FALSE
2019,2020,77,Best Motion Picture - Musical or Comedy,Jojo Rabbit,,FALSE
2019,2020,77,Best Motion Picture - Musical or Comedy,Knives Out,,FALSE
2019,2020,77,Best Motion Picture - Musical or Comedy,Rocketman,,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Drama,Renée Zellweger,Judy,TRUE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Drama,Cynthia Erivo,Harriet,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,Marriage Story,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan,Little Women,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,Bombshell,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Joaquin Phoenix,Joker,TRUE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Christian Bale,Ford v Ferrari,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Antonio Banderas,Pain and Glory,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Adam Driver,Marriage Story,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Drama,Jonathan Pryce,"Two Popes, The",FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Awkwafina,"Farewell, The",TRUE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ana de Armas,Knives Out,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cate Blanchett,"Where'd You Go, Bernadette",FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Beanie Feldstein,Booksmart,FALSE
2019,2020,77,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,Late Night,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Taron Egerton,Rocketman,TRUE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Craig,Knives Out,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Roman Griffin Davis,Jojo Rabbit,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio,Once Upon a Time...in Hollywood,FALSE
2019,2020,77,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Eddie Murphy,Dolemite Is My Name,FALSE
2019,2020,77,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Dern,Marriage Story,TRUE
2019,2020,77,Best Performance by an Actress in a Supporting Role in any Motion Picture,Annette Bening,"Report, The",FALSE
2019,2020,77,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lopez,Hustlers,FALSE
2019,2020,77,Best Performance by an Actress in a Supporting Role in any Motion Picture,Margot Robbie,Bombshell,FALSE
2019,2020,77,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,Richard Jewell,FALSE
2019,2020,77,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brad Pitt,Once Upon a Time...in Hollywood,TRUE
2019,2020,77,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Hanks,"Beautiful Day in the Neighborhood, A",FALSE
2019,2020,77,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Hopkins,"Two Popes, The",FALSE
2019,2020,77,Best Performance by an Actor in a Supporting Role in any Motion Picture,Al Pacino,"Irishman, The",FALSE
2019,2020,77,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joe Pesci,"Irishman, The",FALSE
2019,2020,77,Best Director - Motion Picture,Sam Mendes,1917,TRUE
2019,2020,77,Best Director - Motion Picture,Bong Joon Ho,Parasite,FALSE
2019,2020,77,Best Director - Motion Picture,Todd Phillips,Joker,FALSE
2019,2020,77,Best Director - Motion Picture,Martin Scorsese,"Irishman, The",FALSE
2019,2020,77,Best Director - Motion Picture,Quentin Tarantino,Once Upon a Time...in Hollywood,FALSE
2019,2020,77,Best Screenplay - Motion Picture,Quentin Tarantino,Once Upon a Time...in Hollywood,TRUE
2019,2020,77,Best Screenplay - Motion Picture,Noah Baumbach,Marriage Story,FALSE
2019,2020,77,Best Screenplay - Motion Picture,"Bong Joon Ho, Han Jin Won",Parasite,FALSE
2019,2020,77,Best Screenplay - Motion Picture,Anthony McCarten,"Two Popes, The",FALSE
2019,2020,77,Best Screenplay - Motion Picture,Steven Zaillian,"Irishman, The",FALSE
2019,2020,77,Best Motion Picture - Animated,Missing Link,,TRUE
2019,2020,77,Best Motion Picture - Animated,How to Train Your Dragon: The Hidden World,,FALSE
2019,2020,77,Best Motion Picture - Animated,"Lion King, The",,FALSE
2019,2020,77,Best Motion Picture - Animated,Toy Story 4,,FALSE
2019,2020,77,Best Motion Picture - Animated,Frozen II,,FALSE
2019,2020,77,Best Motion Picture - Foreign Language,Parasite,"South Korea, Bong Joon Ho",TRUE
2019,2020,77,Best Motion Picture - Foreign Language,"Farewell, The","USA, Lulu Wang",FALSE
2019,2020,77,Best Motion Picture - Foreign Language,Les Misérables,"France, Ladj Ly",FALSE
2019,2020,77,Best Motion Picture - Foreign Language,Pain and Glory,"Spain, Pedro Almodóvar",FALSE
2019,2020,77,Best Motion Picture - Foreign Language,Portrait of a Lady on Fire,"France, Céline Sciamma",FALSE
2019,2020,77,Best Original Score - Motion Picture,Hildur Guðnadóttir,Joker,TRUE
2019,2020,77,Best Original Score - Motion Picture,Alexandre Desplat,Little Women,FALSE
2019,2020,77,Best Original Score - Motion Picture,Randy Newman,Marriage Story,FALSE
2019,2020,77,Best Original Score - Motion Picture,Thomas Newman,1917,FALSE
2019,2020,77,Best Original Score - Motion Picture,Daniel Pemberton,Motherless Brooklyn,FALSE
2019,2020,77,Best Original Song - Motion Picture,"I'm Gonna Love Me Again, Elton John, Bernie Taupin",Rocketman,TRUE
2019,2020,77,Best Original Song - Motion Picture,"Beautiful Ghosts, Andrew Lloyd Webber, Taylor Swift",Cats,FALSE
2019,2020,77,Best Original Song - Motion Picture,"Into the Unknown, Kristen Anderson Lopez, Robert Lopez",Frozen II,FALSE
2019,2020,77,Best Original Song - Motion Picture,"Spirit, Timothy McKenzie, Ilya Salmanzadeh, Beyoncé","Lion King, The",FALSE
2019,2020,77,Best Original Song - Motion Picture,"Stand Up, Joshuah Brian Campbell, Cynthia Erivo",Harriet,FALSE
2019,2020,77,Best Television Series - Drama,Succession,,TRUE
2019,2020,77,Best Television Series - Drama,"Crown, The ",,FALSE
2019,2020,77,Best Television Series - Drama,Killing Eve,,FALSE
2019,2020,77,Best Television Series - Drama,"Morning Show, The",,FALSE
2019,2020,77,Best Television Series - Drama,Big Little Lies,,FALSE
2019,2020,77,Best Television Series - Musical or Comedy,Fleabag,,TRUE
2019,2020,77,Best Television Series - Musical or Comedy,Barry,,FALSE
2019,2020,77,Best Television Series - Musical or Comedy,"Kominsky Method, The",,FALSE
2019,2020,77,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",,FALSE
2019,2020,77,Best Television Series - Musical or Comedy,"Politician, The",,FALSE
2019,2020,77,Best Television Limited Series or Motion Picture Made for Television,Chernobyl,,TRUE
2019,2020,77,Best Television Limited Series or Motion Picture Made for Television,Catch-22,,FALSE
2019,2020,77,Best Television Limited Series or Motion Picture Made for Television,Fosse/Verdon,,FALSE
2019,2020,77,Best Television Limited Series or Motion Picture Made for Television,"Loudest Voice, The",,FALSE
2019,2020,77,Best Television Limited Series or Motion Picture Made for Television,Unbelievable,,FALSE
2019,2020,77,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Michelle Williams,Fosse/Verdon,TRUE
2019,2020,77,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kaitlyn Dever,Unbelievable,FALSE
2019,2020,77,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Joey King,"Act, The",FALSE
2019,2020,77,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Catherine the Great,FALSE
2019,2020,77,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Merritt Wever,Unbelievable,FALSE
2019,2020,77,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Russell Crowe,"Loudest Voice, The",TRUE
2019,2020,77,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Christopher Abbott,Catch-22,FALSE
2019,2020,77,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sacha Baron Cohen,"Spy, The",FALSE
2019,2020,77,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jared Harris,Chernobyl,FALSE
2019,2020,77,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Rockwell,Fosse/Verdon,FALSE
2019,2020,77,Best Performance by an Actress In A Television Series - Drama,Olivia Colman,"Crown, The ",TRUE
2019,2020,77,Best Performance by an Actress In A Television Series - Drama,Nicole Kidman,Big Little Lies,FALSE
2019,2020,77,Best Performance by an Actress In A Television Series - Drama,Reese Witherspoon,"Morning Show, The",FALSE
2019,2020,77,Best Performance by an Actress In A Television Series - Drama,Jennifer Aniston,"Morning Show, The",FALSE
2019,2020,77,Best Performance by an Actress In A Television Series - Drama,Jodie Comer,Killing Eve,FALSE
2019,2020,77,Best Performance by an Actor In A Television Series - Drama,Brian Cox,Succession,TRUE
2019,2020,77,Best Performance by an Actor In A Television Series - Drama,Kit Harington,Game of Thrones,FALSE
2019,2020,77,Best Performance by an Actor In A Television Series - Drama,Rami Malek,Mr. Robot,FALSE
2019,2020,77,Best Performance by an Actor In A Television Series - Drama,Tobias Menzies,"Crown, The ",FALSE
